,datesold,price_1_unit,price_2_house,price_2_unit,price_3_house,price_3_unit,price_4_house,price_5_house
1100,2010-02-11,264600.0,935600.0,395380.95238095237,465000.0,447863.63636363635,667333.3333333334,440084.8484848485
1101,2010-02-12,266828.5714285714,871200.0,386761.9047619048,475333.3333333333,448181.8181818182,978750.0,435087.8787878788
1102,2010-02-13,269057.14285714284,806800.0,378142.85714285716,725000.0,448500.0,869062.5,430090.90909090906
1103,2010-02-14,271285.71428571426,742400.0,369523.8095238095,591237.5,448818.1818181818,759375.0,425093.9393939394
1104,2010-02-15,273514.28571428574,678000.0,360904.7619047619,457475.0,449136.36363636365,649687.5,420096.9696969697
1105,2010-02-16,275742.85714285716,613600.0,352285.7142857143,467487.5,449454.54545454547,540000.0,415100.0
1106,2010-02-17,277971.4285714286,549200.0,343666.6666666667,477500.0,449772.7272727273,612500.0,559050.0
1107,2010-02-18,280200.0,484800.0,353233.3333333334,563000.0,450090.9090909091,527333.3333333334,703000.0
1108,2010-02-19,285992.0,420400.0,362800.0,710000.0,450409.0909090909,578666.6666666666,750000.0
1109,2010-02-20,291784.0,356000.0,372366.6666666667,530000.0,450727.2727272727,925000.0,746428.5714285715
1110,2010-02-21,297576.0,352833.3333333333,381933.3333333333,532500.0,451045.45454545453,778750.0,742857.1428571428
1111,2010-02-22,303368.0,349666.6666666667,391500.0,535000.0,451363.63636363635,632500.0,739285.7142857143
1112,2010-02-23,309160.0,346500.0,398000.0,420500.0,451681.8181818182,565000.0,735714.2857142857
1113,2010-02-24,314952.0,343333.3333333333,404500.0,431833.3333333333,452000.0,490000.0,732142.8571428572
1114,2010-02-25,320744.0,340166.6666666667,411000.0,452000.0,491600.0,569250.0,728571.4285714285
1115,2010-02-26,326536.0,337000.0,417500.0,452658.3333333334,531200.0,510000.0,725000.0
1116,2010-02-27,332328.0,354571.4285714286,424000.0,453316.6666666667,570800.0,710000.0,679000.0
1117,2010-02-28,338120.0,372142.85714285716,430500.0,441658.3333333333,610400.0,575000.0,633000.0
1118,2010-03-01,343912.0,389714.28571428574,437000.0,430000.0,650000.0,775500.0,587000.0
1119,2010-03-02,349704.0,407285.7142857143,443500.0,525000.0,480000.0,632500.0,541000.0
1120,2010-03-03,355496.0,424857.14285714284,450000.0,538900.0,310000.0,510666.6666666667,495000.0
